timestamp,machine_id,production
2025-12-15T16:00:00,60,77037161.0
2025-12-15T17:00:00,60,77037171.0
2025-12-15T18:00:00,60,77037181.0
2025-12-15T19:00:00,60,77037191.0
2025-12-15T20:00:00,60,77037210.0
2025-12-15T21:00:00,60,77037220.0
2025-12-15T22:00:00,60,77037230.0
2025-12-15T23:00:00,60,77037240.0
